StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q2,Q10 CONTROL,Q11 SPLIT,Q12 FREE ALLOCATION_1,Q12 FREE ALLOCATION_2,Q12 FREE ALLOCATION_5,Q14,Q44,Q29,Q30,Q51,Q52,Q52_4_TEXT,Q50,Q3,Q24 Sharma/Morwitz,Q15,Q16,Q17,Q25,Q26,Q46,Q47,Q48,Q49,Q39,Q40,Q41,Q42,Q20,Q21,Q22,Q23,Q27_1,Q28_1,Q28_2,Q28_3,PROLIFIC_PID,AMF
2024-02-29 16:47:39,2024-02-29 16:50:52,IP Address,174.235.49.120,100,193,True,2024-02-29 16:50:53,R_66fJ5TZOhUvweIe,,,,,35.2296,-80.843,anonymous,EN,1,YES,,Donate all to United to Beat Malaria,,,,50,Very important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",25-34 years old,Female,,White or Caucasian,612286ead9b179026b1654f2,-,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,,,,,,,,,95,,,89,612286ead9b179026b1654f2,Against Malaria Foundation
2024-02-29 16:48:34,2024-02-29 16:51:10,IP Address,68.116.180.170,100,155,True,2024-02-29 16:51:10,R_5OOTdovBU2CVG4a,,,,,42.2045,-71.8338,anonymous,EN,0.10000000149011612,YES,Donate all to Against Malaria Foundation,,,,,10,Slightly important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",45-54 years old,Female,,White or Caucasian,5f65597823696e0e9bd8f63a,-,Strongly agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,,,,,,,,,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,81,,55,,5f65597823696e0e9bd8f63a,Against Malaria Foundation
2024-02-29 16:45:49,2024-02-29 16:51:27,IP Address,67.250.4.6,100,338,True,2024-02-29 16:51:28,R_5zN2PS5AiLuc9dn,,,,,40.7513,-73.8244,anonymous,EN,1,YES,,,40,40,20,50,Moderately important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",25-34 years old,Non-binary / third gender,,Asian,656496cbf00cc3b940cd2268,-,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,81,86,86,60,656496cbf00cc3b940cd2268,Against Malaria Foundation
2024-02-29 16:47:29,2024-02-29 16:52:14,IP Address,96.19.223.245,100,284,True,2024-02-29 16:52:14,R_3pQLlYkI0oF8gvK,,,,,42.495,-96.3895,anonymous,EN,0.8999999761581421,YES,,,40,30,30,100,Extremely important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",35-44 years old,Non-binary / third gender,,"White or Caucasian,Black or African American",5c0be12feea89500010296f1,Very much so,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,100,100,100,100,5c0be12feea89500010296f1,Against Malaria Foundation
2024-02-29 16:50:38,2024-02-29 16:52:16,IP Address,74.83.118.220,100,98,True,2024-02-29 16:52:17,R_7cL2M3E7ZUtnOEN,,,,,39.2454,-84.2537,anonymous,EN,1,YES,,Donate all to Against Malaria Foundation,,,,100,Very important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",25-34 years old,Female,,White or Caucasian,572b6ced3ab9df0008b9ad52,-,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,,,,,,,,,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,,,100,,572b6ced3ab9df0008b9ad52,Against Malaria Foundation
2024-02-29 16:50:20,2024-02-29 16:52:34,IP Address,70.130.164.186,100,133,True,2024-02-29 16:52:34,R_56OWdbfV3NtB4I1,,,,,35.6598,-83.9867,anonymous,EN,1,YES,,Split donation equally among the three charities,,,,50,Moderately important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",25-34 years old,Male,,White or Caucasian,5f3af0d80bf2cb7a4b024a91,-,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,25,100,100,100,5f3af0d80bf2cb7a4b024a91,Against Malaria Foundation
2024-02-29 16:47:31,2024-02-29 16:52:39,IP Address,24.25.217.206,100,307,True,2024-02-29 16:52:40,R_1CwidgGtiniTIpi,,,,,33.0924,-117.2624,anonymous,EN,0.8999999761581421,YES,,,25,25,50,60,Moderately important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",55-64 years old,Male,,White or Caucasian,6152305042a5020fd676cae3,-,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly disagree,Strongly disagree,Somewhat disagree,Strongly disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,92,44,45,99,6152305042a5020fd676cae3,Against Malaria Foundation
2024-02-29 16:47:09,2024-02-29 16:52:53,IP Address,153.33.131.143,100,344,True,2024-02-29 16:52:54,R_6Yysoza25Ddh3p2,,,,,30.4566,-84.3223,anonymous,EN,0.8999999761581421,YES,Donate all to Against Malaria Foundation,,,,,50,Extremely important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",25-34 years old,Male,,White or Caucasian,5d8793d36c53380015139da9,Very much so,Strongly agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,,,,,,,,,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,80,,75,,5d8793d36c53380015139da9,Against Malaria Foundation
2024-02-29 16:49:58,2024-02-29 16:53:11,IP Address,24.236.161.31,100,193,True,2024-02-29 16:53:12,R_5BrssGbTS9FrA1I,,,,,43.0352,-83.5248,anonymous,EN,1,YES,,,5,20,75,90,Extremely important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",25-34 years old,Female,,White or Caucasian,5d09a5591c2bca0019509be7,-,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,79,76,76,77,5d09a5591c2bca0019509be7,Against Malaria Foundation
2024-02-29 16:49:20,2024-02-29 16:53:36,IP Address,68.38.141.146,100,256,True,2024-02-29 16:53:36,R_12UY013EtXUepwa,,,,,39.1397,-86.5141,anonymous,EN,1,YES,,Donate all to Against Malaria Foundation,,,,95,Very important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",25-34 years old,Female,,White or Caucasian,5dafaee5aebbbb0015ff84fc,-,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,,,,,,,,,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,,,75,,5dafaee5aebbbb0015ff84fc,Against Malaria Foundation
2024-02-29 16:52:01,2024-02-29 16:54:32,IP Address,50.52.100.6,100,150,True,2024-02-29 16:54:32,R_5Ck10I0Y5HNCl62,,,,,46.7331,-116.9899,anonymous,EN,0.8999999761581421,YES,,,20,40,40,50,Moderately important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",25-34 years old,Female,,Asian,5d3cbfc784c3c60019f03024,-,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,85,75,90,90,5d3cbfc784c3c60019f03024,Against Malaria Foundation
2024-02-29 16:47:07,2024-02-29 16:54:54,IP Address,69.200.227.44,100,466,True,2024-02-29 16:54:54,R_3PSkExY7iWfbIz8,,,,,40.7706,-73.9283,anonymous,EN,0.8999999761581421,YES,,Donate all to Against Malaria Foundation,,,,100,Moderately important,$100 Prolific bonus,"No, when I made my decision I did not believe that my decision could have consequences involving real money",35-44 years old,Male,,White or Caucasian,59f24b04cde13e00019a3e82,-,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,,,,,,,,,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,,,52,,59f24b04cde13e00019a3e82,Against Malaria Foundation
2024-02-29 16:52:41,2024-02-29 16:55:22,IP Address,108.21.57.66,100,160,True,2024-02-29 16:55:22,R_7JJAXHgmLGWhnQn,,,,,40.7429,-73.9392,anonymous,EN,0.800000011920929,YES,Donate all to The Malaria Consortium,,,,,100,Extremely important,$100 Prolific bonus,"No, when I made my decision I did not believe that my decision could have consequences involving real money",25-34 years old,Female,,Asian,60819dd29a63569b48b584ea,Very much so,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,,,,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,,,100,97,,,60819dd29a63569b48b584ea,Against Malaria Foundation
2024-02-29 16:52:23,2024-02-29 16:55:23,IP Address,73.119.108.236,100,179,True,2024-02-29 16:55:23,R_3SY1id6hXChSMVj,,,,,42.3797,-71.1034,anonymous,EN,1,YES,,Split donation equally among the three charities,,,,100,Moderately important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",25-34 years old,Female,,Asian,650900b6bd15c0358fb77d66,-,Somewhat disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,100,49,50,50,650900b6bd15c0358fb77d66,Against Malaria Foundation
2024-02-29 16:50:10,2024-02-29 16:55:50,IP Address,174.169.223.189,100,339,True,2024-02-29 16:55:50,R_7k6OAt66GRL37EL,,,,,44.8098,-73.0918,anonymous,EN,0.8999999761581421,YES,,,60,20,20,30,Very important,$100 Prolific bonus,"No, when I made my decision I did not believe that my decision could have consequences involving real money",35-44 years old,Male,,White or Caucasian,6016c8d51e8f208684c03cee,-,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,84,57,72,88,6016c8d51e8f208684c03cee,Against Malaria Foundation
2024-02-29 16:52:26,2024-02-29 16:56:08,IP Address,174.196.104.253,100,222,True,2024-02-29 16:56:09,R_7VwF5lFZ9eYKVyi,,,,,41.4377,-81.5487,anonymous,EN,0.8999999761581421,YES,,,20,0,80,100,Extremely important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",35-44 years old,Female,,White or Caucasian,628e196e63bc7ab9e6c6caea,-,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,,,,,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,20,,69,82,628e196e63bc7ab9e6c6caea,Against Malaria Foundation
2024-02-29 16:52:01,2024-02-29 16:56:22,IP Address,174.210.244.231,100,260,True,2024-02-29 16:56:22,R_5RQUAWPW8sav8c7,,,,,42.5982,-83.1167,anonymous,EN,1,YES,Donate all to The Malaria Consortium,,,,,70,Very important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",25-34 years old,Female,,White or Caucasian,60fee1a0234ddea6fd998ba0,-,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,,,,,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,,,,,90,100,,,60fee1a0234ddea6fd998ba0,Against Malaria Foundation
2024-02-29 16:53:48,2024-02-29 16:56:35,IP Address,76.171.175.63,100,167,True,2024-02-29 16:56:36,R_5PpW5OjXuzM5o6J,,,,,33.1062,-117.2947,anonymous,EN,1,YES,,,34,33,33,30,Very important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",35-44 years old,Male,,White or Caucasian,5aad26a554f40d0001d1c575,-,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,80,82,81,82,5aad26a554f40d0001d1c575,Against Malaria Foundation
2024-02-29 16:52:06,2024-02-29 16:57:11,IP Address,73.236.4.198,100,305,True,2024-02-29 16:57:12,R_3PpIpNSsFzvXmq7,,,,,40.3052,-79.5418,anonymous,EN,0.8999999761581421,YES,,Donate all to The Malaria Consortium,,,,90,Very important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",45-54 years old,Female,,White or Caucasian,645f928bd61b77d21ece9683,-,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,,,,,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,,,,,92,96,,,645f928bd61b77d21ece9683,Against Malaria Foundation
2024-02-29 16:55:17,2024-02-29 16:57:57,IP Address,165.225.32.86,100,160,True,2024-02-29 16:57:58,R_5CEHicFQAIdqpOm,,,,,32.7797,-96.8022,anonymous,EN,1,YES,,Split donation equally among the three charities,,,,0,Slightly important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",25-34 years old,Male,,White or Caucasian,5ccf87bfb46c7000010d8428,-,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,29,51,69,69,5ccf87bfb46c7000010d8428,Against Malaria Foundation
2024-02-29 16:55:00,2024-02-29 16:58:37,IP Address,172.56.120.96,100,217,True,2024-02-29 16:58:38,R_1qDW8gjDSwnlsXg,,,,,34.2529,-118.418,anonymous,EN,1,YES,Donate all to The Malaria Consortium,,,,,20,Very important,$100 Prolific bonus,"No, when I made my decision I did not believe that my decision could have consequences involving real money",25-34 years old,Female,,White or Caucasian,5e2912f40188050e1145e311,-,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,,,,,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,,,,,58,57,,,5e2912f40188050e1145e311,Against Malaria Foundation
2024-02-29 16:55:43,2024-02-29 16:58:38,IP Address,99.71.65.5,100,175,True,2024-02-29 16:58:39,R_6fp0R4GfikWtWP7,,,,,30.3414,-97.7312,anonymous,EN,1,YES,,,12,13,75,0,Very important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",18-24 years old,Female,,Asian,655f972d8bea916cc48144de,-,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,50,79,80,78,655f972d8bea916cc48144de,Against Malaria Foundation
2024-02-29 16:55:28,2024-02-29 16:58:40,IP Address,76.36.78.68,100,192,True,2024-02-29 16:58:41,R_6g8u4UFi5GJ1N6e,,,,,33.9875,-81.0025,anonymous,EN,1,YES,,,70,20,10,50,Very important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",25-34 years old,Female,,White or Caucasian,5a92e1eeb5e2110001c670f0,-,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,100,95,76,69,5a92e1eeb5e2110001c670f0,Against Malaria Foundation
2024-02-29 16:54:09,2024-02-29 16:58:43,IP Address,75.206.94.149,100,274,True,2024-02-29 16:58:44,R_74KQ17YFAKWHtVT,,,,,28.53,-81.4807,anonymous,EN,1,YES,,Split donation equally among the three charities,,,,10,Extremely important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",25-34 years old,Female,,White or Caucasian,6295446d54e178eeb22d82bb,-,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,50,50,50,50,6295446d54e178eeb22d82bb,Against Malaria Foundation
