StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q2,Q7,Q8,Q9,Q10,Q10_4_TEXT,Q11,Q12,Q14,Q15,Q16_1,Q16_5,Q18,Q19,Q20,Q22,Q23,Q24,Q25,Q27,Q28,Q29,Q30,Q31_1,Q66_1,Q66_2,Q33,Q34,PROLIFIC_PID
2024-04-04 16:07:17,2024-04-04 16:11:08,IP Address,108.41.239.109,100,231,True,2024-04-04 16:11:09,R_76g11uApwBJLlfK,,,,,40.68,-73.775,anonymous,EN,0.8999999761581421,YES,30,Slightly important,45-54 years old,Female,,Black or African American,660c9e8b6b27b532f5743aba,Donate all to Against Malaria Foundation,,,,Somewhat agree,Somewhat disagree,Somewhat agree,,,,,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,46,48,,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",660c9e8b6b27b532f5743aba
2024-04-04 16:07:32,2024-04-04 16:11:16,IP Address,166.196.93.77,100,223,True,2024-04-04 16:11:16,R_3HkRjftsRwrq7OS,,,,,35.2107,-80.9719,anonymous,EN,1,YES,50,Moderately important,55-64 years old,Male,,White or Caucasian,647f5b72256d6f1e6fe0d7b7,Donate all to Against Malaria Foundation,,,,Somewhat agree,Somewhat agree,Somewhat agree,,,,,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,60,80,,$100 Prolific bonus,"No, when I made my decision I did not believe that my decision could have consequences involving real money",647f5b72256d6f1e6fe0d7b7
2024-04-04 16:08:43,2024-04-04 16:11:21,IP Address,23.123.106.151,100,157,True,2024-04-04 16:11:21,R_1r0otYKGzTX29Eh,,,,,29.6959,-82.4042,anonymous,EN,0.8999999761581421,YES,90,Very important,25-34 years old,Male,,White or Caucasian,57ac9e210493620001d3a277,,,75,25,Strongly agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,78,71,100,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",57ac9e210493620001d3a277
2024-04-04 16:07:59,2024-04-04 16:11:26,IP Address,73.17.139.202,100,206,True,2024-04-04 16:11:26,R_2fwKTCRAZJ2pC7P,,,,,42.3251,-72.6276,anonymous,EN,1,YES,50,Very important,25-34 years old,Female,,White or Caucasian,5ca5181bcaf0100001c13705,,,100,0,Somewhat disagree,Somewhat disagree,Somewhat agree,,,,,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,71,71,,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",5ca5181bcaf0100001c13705
2024-04-04 16:02:38,2024-04-04 16:11:57,IP Address,76.255.221.36,100,558,True,2024-04-04 16:11:57,R_10oGMSTvsYRpcEp,,,,,42.2316,-83.2659,anonymous,EN,0.8999999761581421,YES,30,Very important,25-34 years old,Female,,Asian,6570d23bb8bf6f71d5782d44,,,50,50,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,94,100,100,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",6570d23bb8bf6f71d5782d44
2024-04-04 16:08:19,2024-04-04 16:12:06,IP Address,75.35.32.179,100,227,True,2024-04-04 16:12:07,R_2eY3yCd0BSSiFax,,,,,34.0297,-84.1469,anonymous,EN,1,YES,50,Slightly important,55-64 years old,Female,,White or Caucasian,61537529838b05f12699918e,,,100,0,Strongly agree,Neither agree nor disagree,Somewhat agree,,,,,Strongly agree,Neither agree nor disagree,Somewhat agree,Strongly agree,80,90,,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",61537529838b05f12699918e
2024-04-04 16:05:53,2024-04-04 16:12:28,IP Address,216.254.245.68,100,394,True,2024-04-04 16:12:28,R_5FCJYU3zyc48uCM,,,,,43.5229,-96.786,anonymous,EN,1,YES,0,Moderately important,55-64 years old,Female,,White or Caucasian,6608917380a92be5ddb06c34,,,,,,,,,,,,,,,,,,,,,6608917380a92be5ddb06c34
2024-04-04 16:11:53,2024-04-04 16:12:56,IP Address,24.28.85.161,100,63,True,2024-04-04 16:12:57,R_5fOouqG4Ejv2Wxr,,,,,26.214,-98.3267,anonymous,EN,0.8999999761581421,YES,0,Slightly important,18-24 years old,Male,,White or Caucasian,60e3abf8c7ce5b28f917f5d3,,,,,,,,,,,,,,,,,,,,,60e3abf8c7ce5b28f917f5d3
2024-04-04 16:07:46,2024-04-04 16:13:14,IP Address,73.98.250.255,100,328,True,2024-04-04 16:13:15,R_1sRZ0e1gMhYz0AR,,,,,41.2713,-111.9881,anonymous,EN,0.8999999761581421,YES,50,Slightly important,35-44 years old,Male,,Asian,626b0bfdd9ad29a1eb1b933e,,Donate all to Against Malaria Foundation,,,Somewhat agree,Somewhat agree,Somewhat agree,,,,,Strongly agree,Somewhat agree,Strongly agree,Neither agree nor disagree,86,100,,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",626b0bfdd9ad29a1eb1b933e
2024-04-04 16:09:24,2024-04-04 16:13:45,IP Address,76.181.44.189,100,261,True,2024-04-04 16:13:46,R_5oGzmWfZEVOnBRy,,,,,39.7184,-82.6073,anonymous,EN,0.8999999761581421,YES,100,Very important,35-44 years old,Female,,White or Caucasian,59290818ff4f900001828b23,,,50,50,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,80,90,61,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",59290818ff4f900001828b23
2024-04-04 16:11:49,2024-04-04 16:14:08,IP Address,73.168.97.46,100,138,True,2024-04-04 16:14:08,R_7YeeBWxtXh0X8gV,,,,,41.6103,-87.5053,anonymous,EN,1,YES,0,Moderately important,35-44 years old,Female,,White or Caucasian,5e7a0da5c8327f0406f24b9a,,,,,,,,,,,,,,,,,,,,,5e7a0da5c8327f0406f24b9a
2024-04-04 16:11:56,2024-04-04 16:14:08,IP Address,72.84.255.79,100,132,True,2024-04-04 16:14:09,R_2pC1fa2JuilubWF,,,,,37.5137,-77.2664,anonymous,EN,1,YES,50,Very important,25-34 years old,Female,,White or Caucasian,6108454f0f1590114b9d85c9,,Split donation equally among both the charities,,,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,100,100,100,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",6108454f0f1590114b9d85c9
2024-04-04 16:03:11,2024-04-04 16:14:09,IP Address,73.2.243.90,100,658,True,2024-04-04 16:14:10,R_11acixducqq5cDM,,,,,35.056,-89.8598,anonymous,EN,1,YES,10,Extremely important,35-44 years old,Female,,Black or African American,65c12263df7572abd4a59937,Donate all to United to Beat Malaria,,,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,,,,,100,,100,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",65c12263df7572abd4a59937
2024-04-04 16:11:54,2024-04-04 16:14:15,IP Address,153.33.238.23,100,140,True,2024-04-04 16:14:15,R_3AX2tH3qeAPrcsS,,,,,44.9764,-93.224,anonymous,EN,0.8999999761581421,YES,20,Extremely important,18-24 years old,Female,,White or Caucasian,5cd473323e03c6001518affe,Donate all to United to Beat Malaria,,,,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,,,,,60,,65,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",5cd473323e03c6001518affe
2024-04-04 16:10:26,2024-04-04 16:14:17,IP Address,47.145.151.250,100,230,True,2024-04-04 16:14:17,R_7DDoC1ljRhiyW3L,,,,,34.0862,-117.9641,anonymous,EN,1,YES,10,Moderately important,18-24 years old,Female,,Asian,61007d09430c3904b407fabb,,,50,50,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,60,100,100,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",61007d09430c3904b407fabb
2024-04-04 16:12:22,2024-04-04 16:14:54,IP Address,38.65.231.170,100,152,True,2024-04-04 16:14:55,R_2NklVVFO1DWfpn3,,,,,41.5471,-96.1591,anonymous,EN,0.8999999761581421,YES,100,Very important,25-34 years old,Female,,White or Caucasian,5f0b70d0a6e95b0f7191183d,Donate all to Against Malaria Foundation,,,,Somewhat agree,Somewhat disagree,Neither agree nor disagree,,,,,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,100,100,,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",5f0b70d0a6e95b0f7191183d
2024-04-04 16:14:34,2024-04-04 16:15:14,IP Address,47.189.204.221,100,40,True,2024-04-04 16:15:14,R_1FRHRLlyBOf9Tgt,,,,,29.5183,-95.0977,anonymous,EN,1,YES,0,Very important,35-44 years old,Male,,Asian,62951d61147684f43f2c5d5f,,,,,,,,,,,,,,,,,,,,,62951d61147684f43f2c5d5f
2024-04-04 16:12:38,2024-04-04 16:15:24,IP Address,174.219.238.112,100,166,True,2024-04-04 16:15:24,R_51hwMKyI4K7eXzO,,,,,38.9034,-76.9882,anonymous,EN,1,YES,40,Moderately important,35-44 years old,Male,,White or Caucasian,6413672a835333b90d961eaa,Donate all to Against Malaria Foundation,,,,Somewhat agree,Somewhat disagree,Somewhat agree,,,,,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly agree,85,84,,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",6413672a835333b90d961eaa
2024-04-04 16:12:20,2024-04-04 16:15:26,IP Address,129.7.0.91,100,186,True,2024-04-04 16:15:26,R_5DVbZi3VgcyC0n4,,,,,29.7212,-95.3626,anonymous,EN,1,YES,75,Very important,18-24 years old,Non-binary / third gender,,White or Caucasian,5d30bbf8b8f79a0019e3c1ce,,Split donation equally among both the charities,,,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,100,100,69,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",5d30bbf8b8f79a0019e3c1ce
2024-04-04 16:12:52,2024-04-04 16:15:29,IP Address,184.57.7.71,100,157,True,2024-04-04 16:15:29,R_5q8XZjC3QMMv0Wr,,,,,40.1117,-82.9728,anonymous,EN,1,YES,100,Extremely important,55-64 years old,Female,,White or Caucasian,5c64c8c458987100010e9db7,,Donate all to Against Malaria Foundation,,,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,,,,,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,92,91,,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",5c64c8c458987100010e9db7
2024-04-04 16:15:07,2024-04-04 16:15:57,IP Address,12.201.201.106,100,49,True,2024-04-04 16:15:57,R_15GefisNOplFabD,,,,,36.8811,-88.354,anonymous,EN,1,YES,0,Extremely important,25-34 years old,Female,,White or Caucasian,610184b85f6357139bc4c9eb,,,,,,,,,,,,,,,,,,,,,610184b85f6357139bc4c9eb
2024-04-04 16:09:44,2024-04-04 16:15:58,IP Address,138.84.22.129,100,374,True,2024-04-04 16:15:58,R_3XQEzSnNVBAj0vT,,,,,36.7685,-90.4096,anonymous,EN,1,YES,50,Extremely important,35-44 years old,Female,,White or Caucasian,657367e20e0bd25731a32ce4,,,100,0,Somewhat agree,Neither agree nor disagree,Somewhat agree,,,,,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,80,80,,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",657367e20e0bd25731a32ce4
2024-04-04 16:13:55,2024-04-04 16:16:23,IP Address,72.209.45.130,100,148,True,2024-04-04 16:16:23,R_5DAqY1I4sCnsxoU,,,,,41.6047,-72.8813,anonymous,EN,0.8999999761581421,YES,30,Moderately important,18-24 years old,Male,,White or Caucasian,5e6bc8dd966aa3000c8b2205,Donate all to United to Beat Malaria,,,,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Somewhat agree,,,,,80,,80,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",5e6bc8dd966aa3000c8b2205
2024-04-04 16:13:06,2024-04-04 16:16:48,IP Address,24.119.108.119,100,222,True,2024-04-04 16:16:49,R_5FgClMoQnELMn1v,,,,,34.5926,-112.4238,anonymous,EN,0.8999999761581421,YES,10,Extremely important,35-44 years old,Male,,White or Caucasian,6294ea611ee4f49421c6b905,,Split donation equally among both the charities,,,Neither agree nor disagree,Somewhat disagree,Strongly disagree,Neither agree nor disagree,Somewhat disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Strongly disagree,Neither agree nor disagree,100,100,100,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",6294ea611ee4f49421c6b905
2024-04-04 16:11:45,2024-04-04 16:17:14,IP Address,173.80.156.193,100,329,True,2024-04-04 16:17:15,R_5ktR76pjFPIaeRj,,,,,38.4095,-81.7505,anonymous,EN,1,YES,50,Very important,25-34 years old,Male,,White or Caucasian,660eab496cac5ff5fc6748b3,,Donate all to Against Malaria Foundation,,,Somewhat agree,Neither agree nor disagree,Somewhat agree,,,,,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,80,90,,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",660eab496cac5ff5fc6748b3
2024-04-04 16:15:05,2024-04-04 16:17:25,IP Address,35.141.144.141,100,140,True,2024-04-04 16:17:26,R_3OC2aPaUt5SptbH,,,,,28.1451,-82.5132,anonymous,EN,0.8999999761581421,YES,50,Very important,55-64 years old,Male,,White or Caucasian,5dd2c9f2c925a82e5167ef8b,Donate all to Against Malaria Foundation,,,,Somewhat agree,Somewhat agree,Somewhat agree,,,,,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,77,91,,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",5dd2c9f2c925a82e5167ef8b
2024-04-04 16:12:47,2024-04-04 16:17:55,IP Address,174.96.66.19,100,307,True,2024-04-04 16:17:55,R_3m2D6AfGPShDQX7,,,,,39.8378,-84.1111,anonymous,EN,1,YES,15,Slightly important,25-34 years old,Female,,White or Caucasian,584072cbdc00c60001e54cf2,,,0,100,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,,,,,85,,85,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",584072cbdc00c60001e54cf2
2024-04-04 16:16:01,2024-04-04 16:18:00,IP Address,172.59.231.155,100,118,True,2024-04-04 16:18:00,R_2n6lKa4AhKAkwsu,,,,,39.7593,-104.9651,anonymous,EN,1,YES,10,Extremely important,35-44 years old,Female,,White or Caucasian,5f9b15889c51902ece84d3e7,,Donate all to Against Malaria Foundation,,,Strongly disagree,Somewhat disagree,Strongly disagree,,,,,Strongly disagree,Somewhat disagree,Strongly disagree,Strongly agree,80,80,,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",5f9b15889c51902ece84d3e7
2024-04-04 16:12:48,2024-04-04 16:18:11,IP Address,207.113.204.109,100,323,True,2024-04-04 16:18:12,R_7QmClfkNMPfhSPL,,,,,41.4288,-87.972,anonymous,EN,1,YES,50,Slightly important,35-44 years old,Female,,White or Caucasian,65e1f4a5ac7b9bc14ae3d48e,,Split donation equally among both the charities,,,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,100,100,100,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",65e1f4a5ac7b9bc14ae3d48e
2024-04-04 16:16:18,2024-04-04 16:18:54,IP Address,199.120.252.122,100,155,True,2024-04-04 16:18:54,R_1QlOTxCrz8VAerk,,,,,30.0035,-90.0607,anonymous,EN,1,YES,40,Moderately important,35-44 years old,Female,,Prefer not to say,5e56b92cde84f602ff0ae398,Donate all to Against Malaria Foundation,,,,Somewhat agree,Neither agree nor disagree,Somewhat agree,,,,,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,50,70,,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",5e56b92cde84f602ff0ae398
2024-04-04 16:14:39,2024-04-04 16:18:57,IP Address,69.228.212.231,100,257,True,2024-04-04 16:18:57,R_6BRpyyOJMNChBQt,,,,,32.4783,-84.8985,anonymous,EN,1,YES,10,Extremely important,25-34 years old,Female,,"Black or African American,Asian",60ff145f0dde69cb92e7c6e5,,,100,0,Somewhat disagree,Somewhat disagree,Somewhat agree,,,,,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,90,90,,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",60ff145f0dde69cb92e7c6e5
2024-04-04 16:15:49,2024-04-04 16:19:25,IP Address,174.174.174.63,100,216,True,2024-04-04 16:19:25,R_5XlVqVeH11ygtZ7,,,,,42.1955,-83.4894,anonymous,EN,1,YES,0,Extremely important,35-44 years old,Female,,Black or African American,65c13ae57a287ab18ec84405,,,,,,,,,,,,,,,,,,,,,65c13ae57a287ab18ec84405
2024-04-04 16:15:34,2024-04-04 16:19:30,IP Address,73.25.188.154,100,236,True,2024-04-04 16:19:31,R_1xXjH0NIcTBqdas,,,,,45.4879,-122.5109,anonymous,EN,1,YES,50,Very important,35-44 years old,Female,,"White or Caucasian,Black or African American",5e52a52318e10a2ad4462262,,,50,50,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly agree,75,93,71,$100 Prolific bonus,"No, when I made my decision I did not believe that my decision could have consequences involving real money",5e52a52318e10a2ad4462262
